checkpoint,double_formula_seconds,microbatch_count,microbatch_size,peak_memory_bytes_for_checkpoint_m,raw_formula_seconds,repetition,seed,shared_gradient_seconds,total_sample_budget,u_formula_seconds
step-000000,0.00033374037593603134,8,1,1698760192,0.00017078407108783722,4,81238,0.3499182192608714,8,0.00025696028023958206
step-000000,0.0003379965201020241,8,1,1698760192,0.00017296429723501205,5,81239,0.38824335765093565,8,0.0002575758844614029
step-000000,0.0003384025767445564,8,1,1698760192,0.0001726960763335228,6,81240,0.4008284881711006,8,0.00025766436010599136
step-000000,0.00033952295780181885,8,1,1698760192,0.00017049629241228104,7,81241,0.40049400087445974,8,0.00025953538715839386
step-000000,0.0003401283174753189,8,1,1698760192,0.0001684296876192093,8,81242,0.4029340445995331,8,0.00025716982781887054
step-000000,0.0003392612561583519,8,1,1698760192,0.00017073657363653183,9,81243,0.40076887141913176,8,0.00025828462094068527
step-000000,0.00034011900424957275,8,1,1698760192,0.0001718485727906227,10,81244,0.40088894218206406,8,0.00025733187794685364
step-000000,0.00033704936504364014,8,1,1698760192,0.00017195940017700195,11,81245,0.4008411969989538,8,0.00025856588035821915
step-000000,0.00033583398908376694,8,1,1698760192,0.00017145927995443344,12,81246,0.40230286680161953,8,0.00025712884962558746
step-000000,0.00033467356115579605,8,1,1698760192,0.00016976520419120789,13,81247,0.40315126441419125,8,0.0002614036202430725
step-000000,0.0003386000171303749,8,1,1698760192,0.00017260201275348663,14,81248,0.40219126362353563,8,0.0002597058191895485
step-000000,0.00033549219369888306,8,1,1698760192,0.00017416756600141525,15,81249,0.4008457809686661,8,0.0002603260800242424
step-000000,0.0003395937383174896,8,1,1698760192,0.00017160922288894653,16,81250,0.4009933480992913,8,0.0002601286396384239
step-000000,0.0003390135243535042,8,1,1698760192,0.00017123669385910034,17,81251,0.401120325550437,8,0.0002583572641015053
step-000000,0.0003339312970638275,8,1,1698760192,0.0001692669466137886,18,81252,0.4027921659871936,8,0.00025835447013378143
step-000000,0.0003360556438565254,8,1,1698760192,0.00017207954078912735,19,81253,0.4011834776028991,8,0.00026022084057331085
step-000000,0.0003397790715098381,8,1,1698760192,0.0001703677698969841,20,81254,0.40059844218194485,8,0.00025848764926195145
